ident,latitude_deg,longitude_deg,term
CEP6,49.2933,-112.189,z
CKA4,49.2808,-96.5011,z
CJT5,49.2617,-101.014,z
CJW2,49.2333,-102.15,z
EDDR,49.2146,7.1095,z
EGJJ,49.2079,-2.1955,z
CYHN,49.1931,-84.7589,z
CSL9,49.1844,-68.3625,z
CAU3,49.1733,-119.551,z
CBQ2,49.1675,-122.555,z
CKZ7,49.1669,-97.9203,z
CKC7,49.1667,-105.933,z
CJS5,49.1517,-99.6903,z
LKTB,49.1513,16.6944,z
CJJ4,49.1506,-100.501,z
CKZ6,49.1472,-98.8808,z
CFQ3,49.1447,-112.084,z
CJA5,49.1403,-93.9169,z
CYCN,49.1056,-81.0136,z
CYMG,49.0839,-85.8606,z
CRB5,49.0789,-62.2369,z
CCP2,49.056,-55.4477,z
CKK4,49.0389,-102.976,z
48Y,48.9996,-95.9826,z
6NA0,48.9931,-102.738,z
38W,48.9559,-122.458,z
CJT7,48.9442,-90.5086,z
K96D,48.9406,-97.9028,z
7NA9,48.9283,-100.578,z
WN08,48.9148,-122.113,z
KD64,48.9134,-101.033,z
WN35,48.9087,-122.565,z
8ND0,48.9014,-99.0168,z
NA07,48.8864,-100.695,z
7WA3,48.8861,-122.329,z
UKLI,48.8842,24.6861,z
80ND,48.8786,-103.37,z
4NA3,48.8572,-101.302,z
CYME,48.8569,-67.4533,z
5ND3,48.8555,-97.322,z
ZMBN,48.855,103.476,z
7ND8,48.8522,-98.7482,z
09S,48.8409,-117.284,z
26MT,48.8356,-110.442,z
2ND9,48.8167,-101.917,z
MT60,48.8144,-114.354,z
87MN,48.8103,-95.2016,z
5B4,48.8097,-102.245,z
KBLI,48.7928,-122.538,z
01MT,48.7891,-114.88,z
9ND8,48.7855,-97.6723,z
URWW,48.7825,44.3455,z
12MT,48.7742,-110.442,z
KHBC,48.7684,-101.537,z
MT85,48.7589,-106.365,z
CYSP,48.7553,-86.3444,z
2ND7,48.7517,-100.814,z
CYFE,48.7461,-69.0972,z
02WN,48.7458,-119.319,z
69ND,48.7431,-101.042,z
27MN,48.7375,-96.6545,z
1NA0,48.7322,-97.8895,z
6NA7,48.7303,-100.922,z
0W7,48.7282,-122.336,z
7NA2,48.6878,-101.35,z
NA03,48.6725,-100.858,z
MT87,48.6667,-105.934,z
NA63,48.6667,-103.856,z
9NA4,48.6661,-101.891,z
94ND,48.6659,-100.918,z
9ND1,48.648,-97.2684,z
WA72,48.6447,-117.938,z
52MN,48.643,-96.8073,z
LZSL,48.6378,19.1341,z
03ND,48.6264,-97.829,z
LZPP,48.6252,17.8284,z
8NA1,48.6228,-100.783,z
WA35,48.6223,-122.947,z
6NA6,48.6192,-100.978,z
D29,48.6186,-97.1759,z
CYYY,48.6086,-68.2081,z
09I,48.6058,-93.3708,z
K8S0,48.6014,-113.115,z
KS71,48.5921,-109.251,z
21ND,48.5822,-100.855,z
CYTS,48.5697,-81.3767,z
KINL,48.5662,-93.4031,z
4ND4,48.5639,-100.88,z
NA73,48.5639,-101,z
ND86,48.5639,-103.963,z
63S,48.5439,-117.884,z
4WA4,48.5415,-122.887,z
LFST,48.5383,7.6282,z
MT02,48.5383,-111.497,z
NA65,48.5314,-97.6281,z
WA73,48.525,-117.853,z
WN51,48.5209,-122.465,z
13MT,48.5208,-110.113,z
WA18,48.5101,-122.803,z
ND18,48.5064,-101.217,z
15MT,48.5004,-105.91,z
CSC6,48.4997,-78.1178,z
ID54,48.4791,-116.445,z
61WA,48.472,-123.018,z
4NA6,48.455,-103.88,z
97ND,48.4308,-97.7081,z
KS52,48.4249,-120.146,z
5MN9,48.4236,-96.1289,z
25MT,48.4222,-106.253,z
CKG8,48.4183,-89.6019,z
NA49,48.4178,-100.055,z
NA18,48.4134,-103.836,z
58S,48.408,-114.3,z
57MN,48.4068,-92.6668,z
KGAF,48.4047,-97.3709,z
MT04,48.4042,-106.009,z
MT38,48.4034,-105.157,z
6ND9,48.3928,-101.764,z
81ND,48.3886,-101.045,z
NA10,48.3806,-99.0337,z
78MN,48.3789,-95.8117,z
79MN,48.3777,-95.7544,z
WA07,48.3748,-122.339,z
CYQT,48.3719,-89.3239,z
MN50,48.3702,-95.8069,z
D61,48.3583,-100.392,z
ID25,48.3508,-116.554,z
6S9,48.3457,-120.721,z
27WA,48.3251,-122.316,z
WA57,48.3139,-117.84,z
KGPI,48.3105,-114.256,z
4NA5,48.2883,-101.828,z
KD31,48.285,-99.4035,z
KS59,48.2838,-115.49,z
MT51,48.277,-105.962,z
89WA,48.2707,-122.019,z
98ND,48.2633,-97.6223,z
UKLN,48.2593,25.9808,z
13W,48.257,-122.437,z
4NA1,48.2547,-103.673,z
MT54,48.2439,-114.244,z
ND14,48.2347,-97.8018,z
CTH3,48.2322,-69.5428,z
CYKX,48.2103,-79.9814,z
WA13,48.2083,-120.592,z
CYUY,48.2061,-78.8356,z
ND43,48.2,-101.404,z
WN40,48.1904,-122.643,z
KNRA,48.1883,-122.632,z
KS01,48.1686,-111.976,z
KVWU,48.1541,-94.5169,z
KS85,48.1533,-104.504,z
MY01,48.1458,-96.7526,z
00ID,48.1453,-116.214,z
ND24,48.1403,-97.6726,z
0WN0,48.1373,-123.113,z
ZMCD,48.1357,114.646,z
WN29,48.1304,-123.207,z
ID75,48.126,-116.165,z
NA13,48.1222,-100.937,z
17MT,48.1071,-114.177,z
ID32,48.1055,-116.137,z
ND42,48.1031,-101.078,z
WN23,48.1018,-123.18,z
MT53,48.0947,-114.852,z
2MN0,48.0821,-97.0163,z
WN21,48.0815,-123.398,z
5ND0,48.0764,-104.032,z
8ND4,48.0736,-97.1862,z
UKDR,48.0433,33.21,z
Y99,48.0306,-101.953,z
K5L0,48.0294,-98.3253,z
2NA7,48.0283,-99.6165,z
WA23,48.021,-117.739,z
W10,48.0175,-122.438,z
4NA0,48.0084,-103.591,z
76WA,48.0051,-122.134,z
37S,48.005,-106.482,z
MT88,48.0044,-114.999,z
84ND,48.0008,-97.757,z
WA45,47.9953,-122.9,z
MN81,47.9889,-97.0312,z
EDJA,47.9888,10.2395,z
04MN,47.9858,-94.6869,z
ID22,47.978,-116.793,z
6D3,47.9778,-99.5271,z
CYXZ,47.9667,-84.7867,z
ND38,47.9583,-99.5365,z
NA38,47.9506,-99.4296,z
ID48,47.9288,-116.711,z
45MN,47.9261,-96.6142,z
MT08,47.9167,-108.483,z
89ND,47.9114,-101.249,z
2L1,47.9069,-97.6406,z
01MN,47.8996,-92.5574,z
96WA,47.8981,-122.156,z
NA39,47.8978,-101.855,z
WN20,47.8723,-121.923,z
UKDE,47.867,35.3157,z
NA06,47.8628,-98.9726,z
5U6,47.8611,-104.073,z
7WA4,47.8575,-117.78,z
39WA,47.8519,-117.782,z
CNL5,47.85,-83.4,z
K5U1,47.8472,-111.698,z
K79S,47.8451,-110.636,z
MY38,47.8433,-92.3507,z
7MN2,47.8285,-92.0997,z
D81,47.825,-96.2578,z
CYLD,47.82,-83.3467,z
27W,47.8194,-120.72,z
42WA,47.8172,-118.801,z
ND02,47.8111,-97.9601,z
WA61,47.7983,-122.53,z
4ND1,47.7928,-97.1537,z
70S,47.7872,-117.358,z
62ND,47.7792,-97.7595,z
NA70,47.7739,-98.9884,z
5NA0,47.7736,-101.279,z
3NA6,47.7706,-99.4618,z
CYRI,47.7644,-69.5847,z
ID21,47.7563,-117.024,z
K2S8,47.7542,-118.743,z
CPE3,47.7286,-80.3158,z
WA08,47.7207,-117.909,z
ND75,47.72,-100.269,z
ND20,47.7042,-97.3501,z
CYXR,47.6974,-79.8473,z
15ID,47.6856,-117.038,z
ND72,47.6844,-100.085,z
ND22,47.6833,-101.6,z
NA75,47.6764,-99.3904,z
08MN,47.6694,-93.0544,z
NA01,47.6683,-97.0054,z
72ND,47.6611,-97.592,z
0MT7,47.6608,-115.404,z
D24,47.6597,-99.661,z
8AN6,47.6592,-117.682,z
KD05,47.6559,-101.437,z
NA44,47.6542,-99.1596,z
20ND,47.6539,-100.891,z
NA81,47.6283,-97.0865,z
0W0,47.6276,-122.332,z
MT01,47.618,-110.092,z
WA96,47.6075,-122.774,z
3WA1,47.6036,-120.67,z
CYML,47.5975,-70.2239,z
MN05,47.5972,-94.8469,z
MT92,47.5903,-115.337,z
MT79,47.5842,-108.709,z
K7S0,47.5672,-114.101,z
2ND2,47.5669,-100.721,z
CNY5,47.5667,-83.2167,z
1WA6,47.5595,-121.864,z
ID43,47.5513,-116.764,z
9Y0,47.5499,-93.8669,z
53ND,47.5481,-99.9471,z
84MN,47.5333,-96.8309,z
44ND,47.5278,-102.241,z
K7Y4,47.525,-95.3608,z
6ND6,47.5167,-97.5504,z
8S2,47.5147,-120.485,z
WA49,47.5028,-117.648,z
W36,47.4998,-122.219,z
0MT1,47.4975,-112.391,z
MN13,47.4961,-94.9528,z
2ND1,47.4925,-100.7,z
5ND9,47.4847,-97.0748,z
37N,47.4831,-101.409,z
NA90,47.4667,-101.223,z
3U5,47.4633,-112.38,z
9Y5,47.4596,-92.4766,z
ND16,47.4417,-102.242,z
4WA9,47.4323,-122.668,z
NA12,47.4317,-100.842,z
MT75,47.4302,-111.46,z
1MT7,47.4211,-111.159,z
9MN2,47.4186,-93.5188,z
K4U6,47.4186,-105.562,z
9MN0,47.4183,-92.8277,z
3NA0,47.4167,-97.5115,z
MT33,47.4094,-111.487,z
03WA,47.4082,-117.372,z
NA79,47.4042,-100.882,z
MT76,47.3997,-111.47,z
5MN2,47.3958,-95.3675,z
4W0,47.3954,-121.536,z
K9Y1,47.3928,-102.771,z
ID23,47.3924,-116.873,z
7ND5,47.3597,-99.6226,z
7NA0,47.3575,-97.0281,z
55ND,47.3556,-102.711,z
K43D,47.3476,-118.677,z
WN17,47.3398,-120.316,z
NA86,47.3333,-97.9009,z
26MN,47.33,-96.7837,z
8NA9,47.328,-97.679,z
08ND,47.3231,-102.098,z
95WA,47.3157,-122.01,z
3NA2,47.3028,-101.067,z
NA61,47.2956,-103.189,z
WA84,47.2807,-122.15,z
2NA0,47.2567,-100.796,z
MY56,47.2524,-92.8594,z
K95D,47.2508,-101.814,z
ZYQQ,47.2396,123.918,z
73S,47.2355,-117.044,z
NA60,47.235,-97.0384,z
37ND,47.232,-102.509,z
NA88,47.2239,-100.423,z
WN87,47.2086,-122.093,z
WA77,47.1957,-122.022,z
S93,47.1943,-120.883,z
ND09,47.1911,-98.169,z
52ND,47.1894,-97.2895,z
WN42,47.1838,-122.12,z
23S,47.1791,-113.445,z
00WA,47.1784,-122.772,z
KCMX,47.1684,-88.4891,z
Y49,47.1583,-94.6461,z
5MN6,47.1564,-93.5239,z
02WA,47.1523,-122.094,z
W37,47.1415,-122.561,z
04MT,47.1375,-106.4881,z
WN15,47.1297,-122.056,z
ND54,47.1292,-99.7304,z
ME67,47.1275,-67.9659,z
K33S,47.1232,-118.39,z
8WA7,47.1152,-117.574,z
6WA2,47.1115,-122.821,z
8U1,47.1042,-107.503,z
38ND,47.098,-97.4012,z
63MN,47.0944,-91.6002,z
79WT,47.0914,-120.5898,z
LSGC,47.0839,6.7928,z
23ND,47.0822,-101.267,z
WN47,47.0817,-123.27,z
MT52,47.0777,-114.413,z
UKCM,47.0761,37.4496,z
6ND3,47.0697,-96.9406,z
52Y,47.068,-93.9141,z
3ND5,47.0611,-97.7712,z
1ND4,47.0583,-97.017,z
ND89,47.0558,-98.507,z
33WA,47.0499,-118.851,z
ND73,47.0483,-97.2556,z
ND01,47.0458,-97.1865,z
MY98,47.0455,-96.6656,z
ND78,47.04,-97.537,z
7ND1,47.0361,-102.778,z
1NA9,47.0333,-102.496,z
MY64,47.0311,-96.6023,z
LROD,47.0253,21.9025,z
ND07,47.0028,-97.4072,z
NA71,46.9958,-99.6712,z
ND65,46.9889,-101.354,z
ND59,46.9875,-97.5295,z
MY83,46.9866,-94.1244,z
WN64,46.9743,-120.462,z
KHQM,46.9712,-123.937,z
14WA,46.9707,-122.737,z
WN36,46.969,-122.821,z
07Y,46.9555,-93.5969,z
NA17,46.9427,-96.929,z
2MN2,46.9404,-93.2979,z
ID33,46.936,-115.865,z
4WA2,46.9272,-122.968,z
06WN,46.925,-122.553,z
KFAR,46.9207,-96.8158,z
8WA6,46.9207,-119.59,z
CNF5,46.9167,-84.6,z
75ND,46.9075,-102.491,z
KD54,46.9008,-96.9187,z
MN35,46.8999,-92.1621,z
NA32,46.8986,-98.8587,z
3WA0,46.8976,-122.67,z
4E8,46.8958,-102.355,z
CSK5,46.895,-71.7858,z
WS19,46.8935,-90.8207,z
8NA0,46.8811,-99.6309,z
8WA0,46.8776,-122.601,z
2W3,46.8716,-122.257,z
WN72,46.8649,-118.325,z
MY24,46.8622,-95.0522,z
MT20,46.8583,-104.099,z
MY99,46.8575,-96.2352,z
64ND,46.8508,-101.075,z
ND62,46.8483,-102.458,z
49WA,46.847,-122.522,z
65WA,46.8404,-122.916,z
8W9,46.8327,-123.091,z
7Y3,46.8269,-94.5072,z
ND40,46.8167,-99.2504,z
KD57,46.8128,-101.86,z
ND52,46.8028,-97.0122,z
ND96,46.8017,-100.679,z
NA84,46.8005,-99.0051,z
WS67,46.7999,-91.2085,z
WA16,46.7997,-123.541,z
MY29,46.7969,-96.0996,z
WN48,46.7904,-123.31,z
ID85,46.7874,-116.168,z
CTR6,46.7836,-71.8264,z
01ME,46.7789,-68.5003,z
KBIS,46.7727,-100.746,z
8ND5,46.7639,-97.4054,z
LFVP,46.7629,-56.1731,z
ND98,46.7608,-100.655,z
87B,46.7603,-68.4808,z
MY94,46.7525,-92.4192,z
0WN1,46.7519,-120.602,z
MN92,46.7499,-92.3002,z
KPWC,46.7248,-94.3817,z
3WA4,46.7165,-118.618,z
CDJ4,46.7133,-66.8283,z
ID60,46.7132,-116.997,z
91WA,46.7082,-119.801,z
ND35,46.7,-97.7004,z
3WN2,46.6916,-90.8707,z
1NA8,46.6905,-100.095,z
0MN3,46.6778,-94.2925,z
ND29,46.6667,-103.234,z
9MN3,46.6652,-96.4412,z
MY62,46.6652,-94.3433,z
8NA5,46.663,-98.6304,z
ZMBU,46.6603,113.285,z
3WA3,46.6485,-118.583,z
ND47,46.6408,-97.5511,z
4S6,46.6376,-121.124,z
CTE5,46.6225,-72.8483,z
9WI9,46.6208,-92.0819,z
50WA,46.6198,-122.965,z
KHZX,46.6188,-93.3098,z
0WA1,46.6171,-122.826,z
9G9,46.6166,-99.1671,z
NA05,46.6122,-97.4356,z
ME04,46.6095,-69.5306,z
8MN3,46.5958,-94.22,z
WN74,46.5854,-122.626,z
MY07,46.5833,-96.6065,z
94MN,46.5766,-96.512,z
73ND,46.5716,-98.6884,z
CSD4,46.5644,-75.5778,z
CCE3,46.5628,-67.1683,z
CST7,46.5603,-71.1825,z
W09,46.5504,-118.536,z
67ND,46.5433,-98.3823,z
MT32,46.5388,-114.04,z
ME38,46.5278,-67.8745,z
1WA2,46.5192,-122.89,z
WN05,46.5148,-122.792,z
48ND,46.5125,-100.55,z
WN55,46.5115,-122.006,z
MN95,46.5111,-96.192,z
K7S6,46.5041,-110.913,z
MY60,46.5027,-95.6198,z
LRCT,46.5023,23.8859,z
ND85,46.4931,-100.179,z
S68,46.4913,-116.277,z
6H8,46.4819,-100.27,z
MT29,46.4789,-105.858,z
0MN4,46.4772,-94.3031,z
M14,46.4741,-93.9186,z
0ND7,46.4653,-100.105,z
98MT,46.4428,-114.003,z
25MN,46.4306,-93.8331,z
MY55,46.4197,-94.2753,z
8U9,46.4188,-111.577,z
KMZH,46.4188,-92.8047,z
ME3,46.3958,-69.005,z
0MI6,46.3875,-85.184,z
5MN7,46.3872,-93.9319,z
WN33,46.3804,-118.988,z
ZMAT,46.3764,96.2211,z
M69,46.3697,-93.8139,z
63ND,46.3652,-97.7282,z
MY32,46.3644,-93.86,z
K3P3,46.3597,-102.323,z
1MT6,46.3569,-113.51,z
CYRQ,46.3528,-72.6794,z
MT43,46.3463,-112.344,z
CSZ4,46.3314,-70.9633,z
K8U8,46.3312,-111.483,z
7MN4,46.3194,-93.8308,z
KU05,46.3194,-113.305,z
30WA,46.3149,-118.178,z
7W1,46.3149,-124.004,z
ME86,46.3083,-68.8436,z
00MN,46.3,-95.7003,z
CMA2,46.2997,-78.7478,z
CYYG,46.29,-63.1211,z
2WA9,46.2892,-118.101,z
5K9,46.2889,-98.9421,z
MT93,46.2871,-112.758,z
18JY,46.2847,-123.443,z
0MT4,46.2786,-114.141,z
CSB5,46.2547,-64.5767,z
ZMAH,46.2503,102.802,z
S89,46.2471,-116.48,z
K6L5,46.2464,-99.5379,z
18MN,46.2372,-94.5931,z
KS73,46.2193,-116.013,z
39B,46.2167,-69.2495,z
14ND,46.2078,-102.908,z
MN18,46.1782,-94.0886,z
MI03,46.1689,-85.7936,z
39MI,46.1688,-88.1724,z
CDW2,46.165,-60.7839,z
ZMBH,46.1633,100.704,z
8MI7,46.1619,-86.4843,z
OR23,46.1614,-123.64,z
7WI1,46.1586,-90.8843,z
1WN5,46.1547,-89.3175,z
CSE8,46.1408,-74.6417,z
ND41,46.1347,-100.113,z
16WI,46.1216,-89.121,z
KKLS,46.118,-122.898,z
MT74,46.1069,-104.415,z
85B,46.1042,-68.562,z
99MT,46.0975,-114.178,z
MY66,46.0705,-93.8472,z
1MI0,46.0686,-83.7242,z
KY27,46.0664,-100.635,z
0ND6,46.055,-99.9171,z
CSM3,46.0517,-71.2572,z
9U1,46.0497,-110.685,z
1MN0,46.0436,-96.5462,z
KS84,46.0388,-116.332,z
CCG3,46.0375,-66.8589,z
MN85,46.0333,-93.6614,z
29MN,46.0283,-96.3628,z
KHYR,46.0252,-91.4443,z
92MN,46.0144,-96.1017,z
NA22,46.0125,-103.796,z
WS24,46.0069,-91.3104,z
SD74,45.9955,-100.376,z
WS06,45.9877,-90.1635,z
CCS5,45.9864,-65.3019,z
1MY1,45.9853,-96.1944,z
CPT2,45.9775,-81.4947,z
9WN2,45.9666,-92.146,z
ND90,45.9666,-97.7337,z
OR64,45.9638,-117.235,z
NA54,45.955,-100.442,z
KBTM,45.9548,-112.497,z
WS81,45.948,-92.1085,z
1MT2,45.9431,-108.549,z
1MN2,45.9382,-94.7607,z
9OR4,45.9337,-118.448,z
WA79,45.9332,-122.418,z
KEGV,45.9323,-89.2683,z
CNR9,45.9256,-79.9278,z
23WN,45.9111,-91.6285,z
MT42,45.9105,-111.514,z
MT45,45.9089,-104.576,z
MY89,45.9083,-92.9058,z
3MI9,45.9039,-86.9703,z
W27,45.8988,-122.737,z
WS64,45.8881,-89.5329,z
OG33,45.879,-118.405,z
MT41,45.8783,-112.117,z
CYFC,45.8689,-66.5372,z
CYTA,45.8644,-77.2517,z
4U7,45.8606,-114.22,z
43MI,45.8591,-87.1168,z
03OR,45.8554,-117.484,z
KM46,45.8529,-106.709,z
05S,45.8515,-123.242,z
WN66,45.8513,-89.4512,z
CSC3,45.8453,-72.3947,z
2WN9,45.8451,-120.701,z
1H9,45.8355,-91.8027,z
55MN,45.8352,-93.3355,z
KS20,45.8321,-120.845,z
WA46,45.8303,-122.637,z
06Y,45.83,-96.1606,z
2MN9,45.8244,-93.9953,z
MT14,45.8235,-112.886,z
CLA2,45.8231,-73.4606,z
4MT1,45.8207,-111.145,z
WA87,45.8159,-122.553,z
WI37,45.8083,-91.0963,z
75WA,45.8021,-121.48,z
48WI,45.7938,-89.7301,z
CSA2,45.7919,-73.6381,z
2MN7,45.7916,-94.3408,z
8OR6,45.7823,-122.894,z
14WS,45.778,-91.5585,z
MY68,45.7772,-96.3914,z
13ME,45.7764,-69.8093,z
02T,45.7691,-112.982,z
MY57,45.7633,-94.4575,z
28WA,45.7304,-122.735,z
MY92,45.7286,-93.2883,z
MT71,45.7241,-111.043,z
5WA9,45.7239,-122.544,z
19WA,45.7196,-121.886,z
KD39,45.7066,-94.9334,z
WI12,45.7066,-91.6249,z
WS39,45.6994,-89.6624,z
26WI,45.6991,-91.3035,z
3S7,45.6982,-123.93,z
WS77,45.684,-92.6871,z
02OR,45.6815,-121.316,z
MT05,45.6681,-104.703,z
OL02,45.6653,-119.386,z
WA67,45.6631,-122.473,z
WN98,45.6594,-91.5225,z
23MT,45.6572,-111.04,z
WI42,45.6572,-89.5299,z
78B,45.6542,-68.9495,z
KGHW,45.6439,-95.3204,z
CSE4,45.6394,-74.3706,z
7OR6,45.6368,-121.591,z
60B,45.6334,-70.2662,z
OR27,45.6332,-123.168,z
CSS4,45.6325,-72.8189,z
KRHI,45.6312,-89.4675,z
1W1,45.6278,-122.404,z
24MT,45.6194,-111.092,z
63OR,45.6165,-123.046,z
9MN1,45.6116,-93.1974,z
OG02,45.6103,-123.08,z
MY47,45.6047,-94.2108,z
1OR4,45.604,-123.025,z
2MT5,45.5941,-111.152,z
0OR9,45.5926,-121.549,z
CSB3,45.59,-73.2386,z
K35S,45.5894,-120.674,z
CPG5,45.5828,-74.5489,z
4S4,45.5826,-123.053,z
WS25,45.5816,-87.8454,z
K9D2,45.5806,-103.53,z
MY28,45.5798,-92.9631,z
4WI4,45.5741,-89.748,z
CCX3,45.5667,-67.1,z
WS78,45.5503,-89.4878,z
MN91,45.5375,-93.5141,z
SD41,45.5333,-101.834,z
2M7,45.5319,-84.3081,z
Y30,45.5311,-84.557,z
0WI1,45.5072,-92.1419,z
83OR,45.5013,-117.472,z
CSP5,45.5008,-73.2417,z
OR50,45.4857,-122.234,z
CSQ3,45.4811,-72.3103,z
28OR,45.479,-122.234,z
CSX5,45.4719,-73.1994,z
ME30,45.4668,-69.5995,z
21M,45.4625,-69.6195,z
52B,45.4612,-69.5978,z
MY48,45.4575,-93.5783,z
4OR6,45.4498,-122.254,z
KABR,45.4491,-98.4218,z
CTY5,45.4383,-73.0378,z
SD65,45.4377,-96.9998,z
2OG3,45.431,-122.65,z
WS71,45.4305,-92.6155,z
7S3,45.4285,-122.942,z
25U,45.4277,-116.694,z
KMGN,45.4256,-84.9134,z
0SD0,45.425,-100.892,z
8S4,45.4249,-117.265,z
07OR,45.4218,-122.62,z
CCQ3,45.4186,-63.4606,z
CNP3,45.4136,-76.3658,z
16MT,45.4052,-109.13,z
OG34,45.3998,-122.829,z
3MI2,45.3992,-85.8301,z
6MN4,45.3972,-92.8316,z
62MN,45.3814,-92.6824,z
CSP6,45.3761,-73.9072,z
1OR6,45.3714,-122.554,z
32MN,45.3675,-94.3994,z
MN40,45.3625,-93.5886,z
OR05,45.3621,-123.356,z
7OR0,45.3582,-117.634,z
KS48,45.3544,-122.268,z
WS45,45.3416,-89.6746,z
ME03,45.3362,-69.0509,z
OG07,45.3336,-117.82,z
4WN3,45.3321,-88.536,z
OR59,45.3315,-123.207,z
7OR9,45.3243,-122.472,z
17S,45.3237,-123.054,z
74OR,45.3237,-123.019,z
1SD0,45.323,-101.742,z
OG30,45.3165,-122.605,z
CYSJ,45.3161,-65.8903,z
3OR2,45.3124,-117.959,z
ME79,45.3056,-69.3467,z
MN11,45.3,-95.545,z
92WI,45.2961,-89.6411,z
CYJN,45.2944,-73.2811,z
3MN0,45.2922,-94.0947,z
1OR7,45.2879,-122.456,z
CSN7,45.2856,-73.0078,z
5WI5,45.275,-89.4918,z
0SD3,45.2694,-103.217,z
CNK5,45.2667,-78.8083,z
WN86,45.2639,-92.6216,z
15MN,45.2622,-94.5107,z
OR40,45.2557,-122.651,z
KDLN,45.2554,-112.553,z
K25D,45.2477,-92.9944,z
KUAO,45.2471,-122.77,z
K3S9,45.2466,-120.166,z
MT94,45.2466,-111.329,z
OR90,45.2443,-123.129,z
MN87,45.2436,-93.2217,z
WN44,45.2394,-89.569,z
3WN6,45.239,-91.7119,z
MY58,45.2388,-95.9253,z
8WN8,45.2351,-87.0675,z
K4S9,45.2163,-122.59,z
18MT,45.216,-113.499,z
WI35,45.2158,-92.5727,z
6MN5,45.2077,-94.1625,z
WI87,45.2033,-89.5244,z
67MN,45.2019,-94.8011,z
CLA6,45.2004,-74.361,z
SD48,45.2,-102.65,z
98OR,45.199,-123.37,z
CHF2,45.1906,-75.7086,z
MY18,45.1872,-93.1305,z
6WI0,45.1805,-91.9877,z
K7S9,45.1804,-122.743,z
MY19,45.1708,-95.3925,z
OG23,45.1571,-123.391,z
MY86,45.1508,-93.74,z
8Y4,45.15,-93.1169,z
MN24,45.15,-93.1169,z
OR53,45.1457,-121.229,z
SD36,45.1292,-100.756,z
WS82,45.1267,-88.4433,z
CCY4,45.1175,-63.7028,z
6MN9,45.1166,-92.996,z
10WI,45.1158,-88.1895,z
19OR,45.1096,-121.224,z
URMT,45.1092,42.1128,z
9WI6,45.1041,-89.0168,z
09ID,45.1039,-114.855,z
CNR6,45.1039,-76.1233,z
CPL3,45.1031,-75.6282,z
96OR,45.1006,-118.817,z
CCW4,45.1006,-63.9206,z
24WI,45.0955,-92.6738,z
MN30,45.0941,-93.4652,z
37OR,45.0932,-118.399,z
MT50,45.0878,-104.819,z
42MN,45.0841,-93.5644,z
5WI4,45.0814,-87.6793,z
MY33,45.0769,-93.2044,z
5WI8,45.0761,-88.0043,z
1MT0,45.0674,-111.297,z
MN31,45.0622,-94.5792,z
7OR7,45.054,-122.907,z
OR95,45.0498,-123.235,z
1SD8,45.0477,-96.5526,z
MN19,45.0473,-93.8364,z
2MN1,45.0461,-95.4645,z
85WI,45.0444,-92.2928,z
KD07,45.0361,-102.02,z
CTQ2,45.0344,-72.035,z
64OR,45.0337,-123.172,z
MY21,45.0333,-93.1252,z
02WI,45.0319,-92.6558,z
ME06,45.0279,-67.3094,z
KGLR,45.0135,-84.7036,z
WS41,45.0122,-92.5513,z
ID17,45.011,-116.689,z
OR12,45.0043,-116.849,z
9OR1,45.0029,-120.74,z
SD47,45.0028,-101.213,z
MN69,45.0027,-93.6719,z
OR89,44.9999,-120.053,z
VT63,44.9953,-72.379,z
3WI9,44.9938,-91.3778,z
SD94,44.993,-96.477,z
WI32,44.9873,-91.3304,z
CYZX,44.9844,-64.9169,z
MN28,44.983,-94.7481,z
1U4,44.9791,-116.284,z
66MN,44.9772,-95.4228,z
83WI,44.9705,-90.3462,z
12ID,44.968,-114.733,z
4OR5,44.9679,-122.941,z
WI14,44.9666,-92.3877,z
28MN,44.9636,-93.6225,z
97WI,44.9633,-90.8603,z
OG54,44.9601,-120.885,z
30W,44.9519,-87.8084,z
WS42,44.95,-90.6001,z
22OR,44.9418,-122.763,z
OG27,44.9401,-118.012,z
3WN8,44.9356,-91.4307,z
WS60,44.9339,-90.831,z
MY35,44.9335,-92.8177,z
4WI0,44.9333,-91.2724,z
ME35,44.9315,-69.0073,z
3WI4,44.9236,-89.4023,z
WI27,44.9202,-91.9749,z
MN80,44.9144,-93.6885,z
WI21,44.9097,-91.2418,z
WI29,44.9055,-92.4835,z
ME27,44.9009,-68.8023,z
ID41,44.8999,-115.333,z
LFLW,44.8914,2.4219,z
6WI5,44.8892,-88.0209,z
6MN6,44.8875,-93.8421,z
MY23,44.8805,-93.6086,z
88VT,44.8783,-73.3503,z
2VT2,44.8728,-73.2817,z
K7S5,44.867,-123.198,z
KEAU,44.8658,-91.4843,z
SD93,44.8642,-99.6064,z
ME47,44.8545,-69.4564,z
0OR7,44.854,-123.264,z
WS72,44.8528,-88.012,z
2WI0,44.8527,-89.6001,z
WI79,44.8527,-90.5565,z
MN62,44.85,-94.3503,z
SD72,44.85,-102.584,z
WS16,44.8472,-89.8015,z
1MI8,44.8467,-83.6369,z
OR25,44.8448,-122.901,z
6WI2,44.8439,-92.7558,z
CNP7,44.8422,-75.3114,z
OG52,44.8392,-123.259,z
KBKE,44.8373,-117.809,z
65B,44.8366,-67.027,z
WI60,44.8328,-88.4632,z
ME68,44.8201,-69.2384,z
ID59,44.8176,-116.068,z
09Y,44.8166,-93.0155,z
35MN,44.8155,-93.0135,z
